condition,fold,form,gold_lemma,pred_lemma,correct,rule_seen,train_freq,length
cagf_gold,0,қызметтегі,қызмет,қызметтегі,0,0,0,10
cagf_gold,0,негізгі,негізгі,негізгі,1,1,2,7
cagf_gold,0,бағыт,бағыт,бағыт,1,1,2,5
cagf_gold,0,әлеуметтік,әлеуметтік,әлеуметтік,1,1,3,10
cagf_gold,0,жаңғырту,жаңғырт,жаңғырту,0,1,0,8
cagf_gold,0,екені,е,екені,0,0,0,5
cagf_gold,0,атап,ата,атап,0,1,3,4
cagf_gold,0,өтілді,өт,өтілді,0,0,0,6
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,—,—,—,1,1,84,1
cagf_gold,0,Иә,иә,иә,1,1,0,2
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,естідім,есті,естідім,0,0,0,7
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,жақсы,жақсы,жақсы,1,1,13,5
cagf_gold,0,болыпты,бол,бол,1,1,5,7
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,—,—,—,1,1,84,1
cagf_gold,0,деді,де,де,1,1,12,4
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Сол,сол,сол,1,1,4,3
cagf_gold,0,кім,кім,кім,1,1,11,3
cagf_gold,0,екен,е,е,1,1,6,4
cagf_gold,0,?,?,?,1,1,77,1
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Қазақ,қазақ,қазақ,1,1,2,5
cagf_gold,0,солдаттан,солдат,солдаттан,0,1,0,9
cagf_gold,0,өлгенше,өл,өлгенше,0,0,0,7
cagf_gold,0,қорқады,қорық,қорқа,0,0,0,7
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Мұнша,бұл,мұнша,0,0,0,5
cagf_gold,0,аспаптар,аспап,аспаптар,0,1,0,8
cagf_gold,0,қайдан,қайдан,қайдан,1,1,4,6
cagf_gold,0,келген,кел,кел,1,1,6,6
cagf_gold,0,?,?,?,1,1,77,1
cagf_gold,0,Маған,мен,мен,1,1,2,5
cagf_gold,0,алдымен,алдымен,алдымен,1,1,0,7
cagf_gold,0,бөлмені,бөлме,бөлмені,0,1,0,7
cagf_gold,0,қарап,қара,қара,1,1,3,5
cagf_gold,0,шығуға,шық,шығуға,0,1,0,6
cagf_gold,0,бола,бол,бол,1,1,5,4
cagf_gold,0,ма,ма,ма,1,1,3,2
cagf_gold,0,?,?,?,1,1,77,1
cagf_gold,0,—,—,—,1,1,84,1
cagf_gold,0,Ойбай,ойбай,ойбай,1,1,1,5
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,үлкен,үлкен,үлкен,1,1,22,5
cagf_gold,0,оқиға,оқиға,оқиға,1,1,0,5
cagf_gold,0,боп,бол,бол,1,1,1,3
cagf_gold,0,қалды,қал,қал,1,1,6,5
cagf_gold,0,!,!,!,1,1,33,1
cagf_gold,0,Екі,екі,екі,1,1,2,3
cagf_gold,0,адамға,адам,адам,1,1,2,6
cagf_gold,0,бөлме,бөлме,бөлме,1,1,1,5
cagf_gold,0,қанша,қанша,қанша,1,1,4,5
cagf_gold,0,тұрады,тұр,тұр,1,1,7,6
cagf_gold,0,?,?,?,1,1,77,1
cagf_gold,0,Бас,бас,бас,1,1,2,3
cagf_gold,0,жоспар,жоспар,жоспар,1,1,0,6
cagf_gold,0,–,–,–,1,1,29,1
cagf_gold,0,бұл,бұл,бұл,1,1,17,3
cagf_gold,0,қаланың,қала,қала,1,1,2,7
cagf_gold,0,конституциясы,конституция,конституция,1,1,1,13
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Әрі,әрі,әрі,1,1,0,3
cagf_gold,0,ырым,ырым,ырым,1,1,0,4
cagf_gold,0,көрді,көр,көр,1,1,1,5
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,“,“,“,1,1,3,1
cagf_gold,0,Сізді,сіз,сіз,1,1,2,5
cagf_gold,0,егемен,егемен,егемен,1,1,0,6
cagf_gold,0,Қазақстанның,Қазақстан,Қазақстан,1,1,6,12
cagf_gold,0,Президенті,президент,президент,1,1,3,10
cagf_gold,0,болып,бол,бол,1,1,29,5
cagf_gold,0,сайлануыңызбен,сайла,сайлануыңызбен,0,0,0,14
cagf_gold,0,құттықтаймын,құттықта,құттықта,1,1,2,12
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Орысша,орысша,орысша,1,1,0,6
cagf_gold,0,оқу,оқы,оқу,0,1,2,3
cagf_gold,0,керек,керек,керек,1,1,20,5
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,хикмет,хикмет,хикмет,1,1,0,6
cagf_gold,0,те,да,да,1,1,2,2
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,мал,мал,мал,1,1,5,3
cagf_gold,0,да,да,да,1,1,37,2
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,өнер,өнер,өнер,1,1,2,4
cagf_gold,0,де,да,да,1,1,30,2
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,ғылым,ғылым,ғылым,1,1,1,5
cagf_gold,0,да,да,да,1,1,37,2
cagf_gold,0,—,—,—,1,1,84,1
cagf_gold,0,бәрі,бәрі,бәрі,1,1,3,4
cagf_gold,0,орыста,орыс,орыста,0,0,0,6
cagf_gold,0,тұр,тұр,тұр,1,1,3,3
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Ел,ел,ел,1,1,3,2
cagf_gold,0,қайда,қайда,қайда,1,1,8,5
cagf_gold,0,?,?,?,1,1,77,1
cagf_gold,0,Тек,тек,тек,1,1,3,3
cagf_gold,0,атқарушылық,атқарушылық,атқарушылық,1,1,0,11
cagf_gold,0,құжаттардың,құжат,құжаттардың,0,1,0,11
cagf_gold,0,негізінде,негіз,негіз,1,1,2,9
cagf_gold,0,жүзеге,жүзеге,жүзеге,1,1,6,6
cagf_gold,0,асырылады,асыр,асыр,1,1,1,9
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Олар,олар,олар,1,1,5,4
cagf_gold,0,қайда,қайда,қайда,1,1,8,5
cagf_gold,0,?,?,?,1,1,77,1
cagf_gold,0,Қалада,қала,қала,1,1,1,6
cagf_gold,0,май,май,май,1,1,2,3
cagf_gold,0,комбинаты,комбинат,комбинаты,0,1,0,9
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,шұлық,шұлық,шұлық,1,1,0,5
cagf_gold,0,және,және,және,1,1,52,4
cagf_gold,0,айна,айна,айна,1,1,0,4
cagf_gold,0,фабрикалары,фабрика,фабрикалары,0,1,0,11
cagf_gold,0,іске,іске,іске,1,1,3,4
cagf_gold,0,қосылды,қос,қос,1,1,1,7
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Елде,ел,ел,1,1,4,4
cagf_gold,0,шет,шет,шет,1,1,0,3
cagf_gold,0,ел,ел,ел,1,1,14,2
cagf_gold,0,капиталының,капитал,капиталының,0,1,0,11
cagf_gold,0,үстемдік,үстемдік,үстемдік,1,1,1,8
cagf_gold,0,алуы,ал,алуы,0,0,0,4
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,ұлттық,ұлттық,ұлттық,1,1,7,6
cagf_gold,0,құндылықтардың,құндылық,құндылықтардың,0,1,0,14
cagf_gold,0,аяққа,аяқ,аяққа,0,1,0,5
cagf_gold,0,басылуы,бас,басылуы,0,0,0,7
cagf_gold,0,1978,1978,1978,1,1,0,4
cagf_gold,0,—,—,—,1,1,84,1
cagf_gold,0,79,79,79,1,1,1,2
cagf_gold,0,ж.,ж.,ж.,1,1,29,2
cagf_gold,0,халықтың,халық,халық,1,1,3,8
cagf_gold,0,шаһ,шаһ,шаһ,1,1,4,3
cagf_gold,0,үкіметіне,үкімет,үкіметіне,0,1,0,9
cagf_gold,0,қарсы,қарсы,қарсы,1,1,9,5
cagf_gold,0,жаппай,жаппай,жаппай,1,1,0,6
cagf_gold,0,бас,бас,бас,1,1,2,3
cagf_gold,0,көтеруіне,көтер,көтеруіне,0,0,0,9
cagf_gold,0,алып,алып,ал,0,1,10,4
cagf_gold,0,келді,кел,кел,1,1,10,5
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Ұлы,ұлы,ұлы,1,1,1,3
cagf_gold,0,Отан,отан,отан,1,1,1,4
cagf_gold,0,соғысында,соғыс,соғыс,1,1,1,9
cagf_gold,0,ерлікпен,ерлік,ерлікпен,0,0,0,8
cagf_gold,0,қаза,қаза,қаза,1,1,1,4
cagf_gold,0,тапқан,тап,тап,1,1,0,6
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Соны,сол,соны,0,0,0,4
cagf_gold,0,үйренейін,үйрен,үйренейін,0,0,0,9
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,не,не,не,1,1,21,2
cagf_gold,0,балама,бала,балама,0,1,0,6
cagf_gold,0,үйретейін,үйрет,үйретейін,0,0,0,9
cagf_gold,0,деп,де,де,1,1,35,3
cagf_gold,0,ойына,ой,ойына,0,1,0,5
cagf_gold,0,жақсы,жақсы,жақсы,1,1,13,5
cagf_gold,0,түседі,түс,түс,1,1,5,6
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Мұны,бұл,мұны,0,0,0,4
cagf_gold,0,бір,бір,бір,1,1,31,3
cagf_gold,0,компанияның,компания,компанияның,0,1,0,11
cagf_gold,0,атқаруы,атқар,атқаруы,0,0,0,7
cagf_gold,0,қиын,қиын,қиын,1,1,1,4
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Ағыны,ағын,ағын,1,1,1,5
cagf_gold,0,тас,тас,тас,1,1,1,3
cagf_gold,0,домалатқан,домалат,домалатқан,0,1,0,10
cagf_gold,0,тасты,тасты,тасты,1,1,0,5
cagf_gold,0,сайдың,сай,сайдың,0,1,0,6
cagf_gold,0,тар,тар,тар,1,1,0,3
cagf_gold,0,өзені,өзен,өзені,0,1,0,5
cagf_gold,0,екен,е,е,1,1,6,4
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,—,—,—,1,1,84,1
cagf_gold,0,Мына,мына,мына,1,1,2,4
cagf_gold,0,төре,төре,төре,1,1,3,4
cagf_gold,0,сені,сен,сен,1,1,3,4
cagf_gold,0,жақсы,жақсы,жақсы,1,1,13,5
cagf_gold,0,көрген,көр,көр,1,1,1,6
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Жылтыр,Жылтыр,жылтыр,0,1,0,6
cagf_gold,0,:,:,:,1,1,15,1
cagf_gold,0,—,—,—,1,1,84,1
cagf_gold,0,Е,е,е,1,1,3,1
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,әбден,әбден,әбден,1,1,2,5
cagf_gold,0,болады,бол,бол,1,1,10,6
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,—,—,—,1,1,84,1
cagf_gold,0,деді,де,де,1,1,12,4
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Ерназардың,Ерназар,Ерназар,1,1,1,10
cagf_gold,0,сегіз,сегіз,сегіз,1,1,0,5
cagf_gold,0,ұлы,ұл,ұлы,0,1,1,3
cagf_gold,0,сол,сол,сол,1,1,5,3
cagf_gold,0,кеткеннен,кет,кет,1,1,1,9
cagf_gold,0,хабар,хабар,хабар,1,1,0,5
cagf_gold,0,сыз,сыз,сыз,1,1,2,3
cagf_gold,0,кетеді,кет,кет,1,1,2,6
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,айлар,ай,айлар,0,1,0,5
cagf_gold,0,өтеді,өт,өт,1,1,1,5
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,келмейді,кел,кел,1,1,3,8
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Менің,мен,мен,1,1,0,5
cagf_gold,0,күйеуім,күйеу,күйеуім,0,0,0,7
cagf_gold,0,ше,ше,ше,1,1,0,2
cagf_gold,0,?,?,?,1,1,77,1
cagf_gold,0,Алқапта,алқап,алқапта,0,1,0,7
cagf_gold,0,саңырауқұлақтар,саңырауқұлақ,саңырауқұлақтар,0,0,0,15
cagf_gold,0,мен,мен,мен,1,1,33,3
cagf_gold,0,жеміс,жеміс,жеміс,1,1,1,5
cagf_gold,0,-,-,-,1,1,75,1
cagf_gold,0,жидектер,жидек,жидектер,0,1,0,8
cagf_gold,0,өсіп,өс,өс,1,1,1,4
cagf_gold,0,жатыр,жат,жат,1,1,13,5
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Ашылу,аш,Ашылу,0,0,0,5
cagf_gold,0,матчы,матч,матчы,0,1,0,5
cagf_gold,0,Сан-Паулуда,Сан-Паулу,Сан-паулуда,0,1,0,11
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,ал,ал,ал,1,1,3,2
cagf_gold,0,финалы,финал,финалы,0,1,0,6
cagf_gold,0,Рио-де-Жанейродағы,Рио-де-Жанейро,Рио-де-жанейродағы,0,0,0,18
cagf_gold,0,Маракана,Маракана,Маракана,1,1,0,8
cagf_gold,0,стадионында,стадион,стадионында,0,0,0,11
cagf_gold,0,орын,орын,орын,1,1,5,4
cagf_gold,0,алды,ал,ал,1,1,8,4
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Шектес,шектес,Шектес,0,1,0,6
cagf_gold,0,теңіздері,теңіз,теңіздері,0,1,0,9
cagf_gold,0,балыққа,балық,балыққа,0,1,0,7
cagf_gold,0,бай,бай,бай,1,1,3,3
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Мына,мына,мына,1,1,2,4
cagf_gold,0,автобус,автобус,автобус,1,1,0,7
cagf_gold,0,Астанаға,Астана,Астана,1,1,2,8
cagf_gold,0,тоқтай,тоқта,тоқтай,0,1,0,6
cagf_gold,0,ма,ма,ма,1,1,3,2
cagf_gold,0,?,?,?,1,1,77,1
cagf_gold,0,Сүйсем,сүй,сүйсем,0,0,0,6
cagf_gold,0,де,да,да,1,1,30,2
cagf_gold,0,",",",",",",1,1,448,1
cagf_gold,0,сол,сол,сол,1,1,5,3
cagf_gold,0,сөзіне,сөз,сөзіне,0,1,0,6
cagf_gold,0,жарамаймын,жара,жарамаймын,0,0,0,10
cagf_gold,0,.,.,.,1,1,764,1
cagf_gold,0,Кей,кей,кей,1,1,0,3
cagf_gold,0,түрінен,түр,түр,1,1,1,7
